"","Enhancers","Gene_body_1","Gene_body_2","H1","HP1","Open_promoters","Pc","Low_signal","annot","annot_thr"
"Stip1",0,0,0,0,0,0.515685,0,0.484315,"Open_promoters","Open_promoters"
"Pi3K21B",0,0.530396,0.203998,0,0,0.163199,0,0.102407,"Gene_body_1","Gene_body_1"
"Plc21C",0.048357,0.048357,0.043642,0.30223,0,0,0,0.557414,"Low_signal","H1"
"lncRNA:CR43719",0.739827,0,0,0,0,0,0,0.260173,"Enhancers","Enhancers"
"CG11912",0,0,0,1,0,0,0,0,"H1","H1"
"CG11911",0,0,0,1,0,0,0,0,"H1","H1"
"CG33127",0,0,0,1,0,0,0,0,"H1","H1"
"CG43755",0,0,0,0.297476,0,0,0,0.702524,"Low_signal","H1"
"CG31921",0.220619,0,0,0.531959,0,0,0,0.247423,"H1","H1"
"Ent1",0,0,0.621481,0,0,0,0,0.378519,"Gene_body_2","Gene_body_2"
"asRNA:CR45367",0,0,1,0,0,0,0,0,"Gene_body_2","Gene_body_2"
"asRNA:CR45366",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"al",0,0,0,0.079232,0,0,0.341803,0.578964,"Low_signal","Pc"
"lncRNA:CR43718",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG4213",0,0,0,0.570766,0,0,0,0.429234,"H1","H1"
"Polr1B",0,0.570033,0.235885,0,0,0.162866,0,0.031216,"Gene_body_1","Gene_body_1"
"AP-2alpha",0,0,0.440196,0,0,0.222321,0,0.337483,"Gene_body_2","Gene_body_2"
"ebi",0,0,0.172961,0,0,0.394638,0,0.432401,"Low_signal","Open_promoters"
"CG13690",0,0,0.054187,0,0,0.738916,0,0.206897,"Open_promoters","Open_promoters"
"RpLP1",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG11885",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG13692",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"BBS8",0,0,0,0.580474,0,0,0,0.419526,"H1","H1"
"ex",0.120179,0,0.291862,0.10301,0,0,0,0.484949,"Low_signal","Gene_body_2"
"lncRNA:CR43717",0.461947,0,0,0.538053,0,0,0,0,"H1","H1"
"crq",0,0.125786,0.314465,0,0,0.193711,0,0.366038,"Low_signal","Gene_body_2"
"shv",0,0,0,0,0,0.51229,0,0.48771,"Open_promoters","Open_promoters"
"CR43080",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG4133",0,0,0.186683,0,0,0.332607,0,0.480709,"Low_signal","Open_promoters"
"CG4297",0,0,0,0.337736,0,0,0,0.662264,"Low_signal","H1"
"MED15",0,0.022173,0.855242,0,0,0,0,0.122585,"Gene_body_2","Gene_body_2"
"ush",0.093255,0.030774,0.041965,0.107243,0,0.018651,0.079266,0.628847,"Low_signal","H1"
"cbt",0,0.541024,0,0,0,0,0,0.458976,"Gene_body_1","Gene_body_1"
"lncRNA:CR46258",0.311466,0,0,0,0,0,0,0.688534,"Low_signal","Enhancers"
"lncRNA:CR46259",0.220103,0,0,0.533382,0,0,0.026412,0.220103,"H1","H1"
"lwr",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Spp",0,0,0,0,0,0.642742,0,0.357258,"Open_promoters","Open_promoters"
"Ets21C",0.075019,0,0,0.112528,0,0,0.337584,0.474869,"Low_signal","Pc"
"nAChRbeta3",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"rempA",0,0.319732,0.091352,0.077649,0,0,0,0.511267,"Low_signal","Gene_body_1"
"Tspo",0,0,0,0.793633,0,0,0,0.206367,"H1","H1"
"CG11835",0,0,0,0.501999,0,0.036604,0,0.461396,"H1","H1"
"CG2794",0,0,0.519706,0,0,0.319186,0,0.161109,"Gene_body_2","Gene_body_2"
"Nle",0,0,0,0,0,0.467806,0,0.532194,"Low_signal","Open_promoters"
"Sf3b1",0,0.045325,0.788264,0,0,0.166411,0,0,"Gene_body_2","Gene_body_2"
"Ipk2",0,0.216897,0,0,0,0.783103,0,0,"Open_promoters","Open_promoters"
"cold",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"Ptth",0,0,0.506329,0,0,0.243882,0.249789,0,"Gene_body_2","Gene_body_2"
"Pph13",0,0,0,0,0,0,0.733883,0.266117,"Pc","Pc"
"Gsc",0,0,0,0,0,0,1,0,"Pc","Pc"
"lncRNA:CR46148",0,0,0,0,0,0,1,0,"Pc","Pc"
"CG13689",0,0,0,0,0,0.486704,0,0.513296,"Low_signal","Open_promoters"
"lncRNA:CR43648",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"lncRNA:CR43649",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"lectin-21Cb",0,0,0,1,0,0,0,0,"H1","H1"
"lncRNA:CR44797",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"lncRNA:CR44798",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"lectin-21Ca",0,0,0,0.059638,0,0,0,0.940362,"Low_signal","Low_signal"
"CG2839",0,0,0,0.411303,0,0,0,0.588697,"Low_signal","H1"
"lncRNA:CR45369",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"ds",0.094531,0,0,0.388155,0,0,0,0.517314,"Low_signal","H1"
"lncRNA:CR44988",0,0,0,0.407681,0,0,0,0.592319,"Low_signal","H1"
"lncRNA:CR46260",0,0,0,0.421348,0,0,0,0.578652,"Low_signal","H1"
"Hsp60B",0,0,0,0.289737,0,0,0,0.710263,"Low_signal","H1"
"Eaat2",0,0,0,0.234999,0,0,0,0.765001,"Low_signal","Low_signal"
"GABA-B-R3",0,0,0,0.264975,0,0,0,0.735025,"Low_signal","H1"
"lncRNA:CR44614",0,0,0,0.506045,0,0,0,0.493955,"H1","H1"
"CG12506",0,0,0,0.325532,0,0,0,0.674468,"Low_signal","H1"
"CG13946",0,0,0,0.595062,0,0,0,0.404938,"H1","H1"
"CG13947",0,0,0,0.529046,0,0,0,0.470954,"H1","H1"
"Gr21a",0,0,0,1,0,0,0,0,"H1","H1"
"CG3544",0,0,0,0.472973,0,0,0,0.527027,"Low_signal","H1"
"Pkg21D",0,0,0,0.612917,0,0,0,0.387083,"H1","H1"
"lncRNA:CR45259",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Nnf1b",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Dbp21E2",0,0,0.712695,0,0,0,0,0.287305,"Gene_body_2","Gene_body_2"
"Saf6",0,0.455235,0.222307,0,0,0.322458,0,0,"Gene_body_1","Gene_body_1"
"Pex12",0,0.140751,0.570613,0,0,0.288635,0,0,"Gene_body_2","Gene_body_2"
"CG15880",0,0.156904,0.843096,0,0,0,0,0,"Gene_body_2","Gene_body_2"
"PGAP2",0,0.644507,0.145556,0,0,0.209937,0,0,"Gene_body_1","Gene_body_1"
"Clp",0,0,0.328514,0,0,0.481928,0,0.189558,"Open_promoters","Open_promoters"
"CG3662",0,0,0.922244,0,0,0,0,0.077756,"Gene_body_2","Gene_body_2"
"CG3862",0,0,0,0,0,0.366188,0,0.633812,"Low_signal","Open_promoters"
"dock",0,0,0.70132,0,0,0.196782,0,0.101898,"Gene_body_2","Gene_body_2"
"drongo",0.034311,0.068622,0.051467,0.102934,0,0.051467,0,0.691199,"Low_signal","H1"
"lncRNA:CR44060",0,0,0,0,0,0.212581,0,0.787419,"Low_signal","Low_signal"
"CG4291",0,0,0,0,0,0.696416,0,0.303584,"Open_promoters","Open_promoters"
"kraken",0,0,0.417278,0,0,0.074534,0,0.508187,"Low_signal","Gene_body_2"
"CG13949",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"lncRNA:CR45345",0.224215,0.216368,0,0.44843,0,0,0,0.110987,"H1","H1"
"mir-375",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG13950",0,0.126165,0,0.372902,0,0,0,0.500932,"Low_signal","H1"
"aru",0,0.138355,0,0.184473,0,0,0,0.677171,"Low_signal","H1"
"snoRNA:Me28S-U1230",0,0,0,1,0,0,0,0,"H1","H1"
"dbe",0,0,0.107264,0,0,0.892736,0,0,"Open_promoters","Open_promoters"
"PNUTS",0,0,0.386125,0,0,0.136924,0,0.476951,"Low_signal","Gene_body_2"
"CG15824",0,0.188229,0.267035,0.037646,0,0,0,0.50709,"Low_signal","Gene_body_2"
"ninaA",0,0,1,0,0,0,0,0,"Gene_body_2","Gene_body_2"
"lncRNA:CR45348",0.246231,0,0,0,0,0,0,0.753769,"Low_signal","Low_signal"
"Lsp1beta",0.254261,0,0,0,0,0,0,0.745739,"Low_signal","Enhancers"
"snRNA:U1:21D",1,0,0,0,0,0,0,0,"Enhancers","Enhancers"
"scaRNA:MeU1:95C-A24",1,0,0,0,0,0,0,0,"Enhancers","Enhancers"
"lncRNA:CR45261",0.462264,0,0,0,0,0,0,0.537736,"Low_signal","Enhancers"
"lncRNA:CR44061",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"GluRIIC",0,0,0,0.242001,0,0,0,0.757999,"Low_signal","Low_signal"
"CG4341",0.101969,0,0,0.212434,0,0.059482,0,0.626115,"Low_signal","H1"
"lncRNA:CR44801",0,0,0,0.515316,0,0,0,0.484684,"H1","H1"
"IA-2",0.103894,0,0,0.219282,0,0,0,0.676824,"Low_signal","H1"
"asRNA:CR46486",0,0,0,0.264375,0,0,0,0.735625,"Low_signal","H1"
"CG4375",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG4415",0,0,0,0.315497,0,0,0,0.684503,"Low_signal","H1"
"S",0.277176,0,0,0.074624,0,0.042642,0,0.605558,"Low_signal","Enhancers"
"ast",0,0.315236,0.420315,0,0,0.264448,0,0,"Gene_body_2","Gene_body_2"
"Atg4a",0,0.196912,0.335646,0,0,0.198926,0,0.268516,"Gene_body_2","Gene_body_2"
"CG4629",0,0.046361,0.010766,0.185443,0,0,0,0.757431,"Low_signal","Low_signal"
"PolrMT",0,0.293026,0.527447,0.028521,0,0.11721,0,0.033796,"Gene_body_2","Gene_body_2"
"CG14339",0,0.070775,0,0,0,0,0,0.929225,"Low_signal","Low_signal"
"CG14340",0,1,0,0,0,0,0,0,"Gene_body_1","Gene_body_1"
"Pino",0.062941,0.199035,0.293727,0.041961,0,0,0,0.402336,"Low_signal","Gene_body_2"
"TBC1D23",0,0.193861,0.552827,0,0,0.253312,0,0,"Gene_body_2","Gene_body_2"
"Iris",0,0,0.265006,0.509626,0,0,0,0.225368,"H1","H1"
"CG4577",0,0,0,0.185672,0,0,0,0.814328,"Low_signal","Low_signal"
"lncRNA:CR45717",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"MFS3",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"l(2)10685",0,0,0.368777,0,0,0,0,0.631223,"Low_signal","Gene_body_2"
"Tfb4",0,0,0,0,0,0.143669,0,0.856331,"Low_signal","Low_signal"
"Vps29",0,0,0.364729,0,0,0.635271,0,0,"Open_promoters","Open_promoters"
"capt",0.318955,0,0.276731,0,0,0.130923,0,0.27339,"Enhancers","Enhancers"
"asRNA:CR43767",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"Tango14",0,0,0.461835,0,0,0.538165,0,0,"Open_promoters","Open_promoters"
"CG5080",0.302002,0,0.697998,0,0,0,0,0,"Gene_body_2","Gene_body_2"
"IntS14",0,0,0.302725,0,0,0.012614,0,0.684662,"Low_signal","Gene_body_2"
"CG14341",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"Plap",0,0,0.469778,0,0,0.530222,0,0,"Open_promoters","Open_promoters"
"CG31922",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"Charon",0,0,0,0,0,0.707602,0,0.292398,"Open_promoters","Open_promoters"
"CG4887",0,0,0.524017,0,0,0.129039,0,0.346943,"Gene_body_2","Gene_body_2"
"CG4896",0,0.314861,0.41016,0,0,0,0,0.274979,"Gene_body_2","Gene_body_2"
"CG5126",0,0,1,0,0,0,0,0,"Gene_body_2","Gene_body_2"
"Tgt",0,0,0.939988,0,0,0,0,0.060012,"Gene_body_2","Gene_body_2"
"CG5001",0,0,0,0.498371,0,0,0,0.501629,"Low_signal","H1"
"CG5139",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG43348",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG43349",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG5011",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG14342",0,0,0,1,0,0,0,0,"H1","H1"
"lncRNA:CR45346",1,0,0,0,0,0,0,0,"Enhancers","Enhancers"
"lncRNA:CR43263",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG42329",0,0,0,0.27662,0,0,0,0.72338,"Low_signal","H1"
"CG5397",0,0,0,0.054997,0,0,0,0.945003,"Low_signal","Low_signal"
"robo3",0.089599,0,0,0.179198,0,0,0,0.731203,"Low_signal","H1"
"a5",0,0,0,1,0,0,0,0,"H1","H1"
"CG5440",0.154401,0,0,0.649351,0,0,0,0.196248,"H1","H1"
"CG33923",0,0,0,0.678082,0,0,0,0.321918,"H1","H1"
"CG33922",0,0,0,0.23489,0,0,0,0.76511,"Low_signal","Low_signal"
"Cdlc2",0,0,0,1,0,0,0,0,"H1","H1"
"lncRNA:CR45005",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"lncRNA:CR45006",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG5556",0,0,0,1,0,0,0,0,"H1","H1"
"CG5561",0,0,0,1,0,0,0,0,"H1","H1"
"CG31924",0,0,0,0.121027,0,0,0,0.878973,"Low_signal","Low_signal"
"CG5565",0,0,0,0.517275,0,0,0,0.482725,"H1","H1"
"CG31659",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"NLaz",0,0,0,0.604839,0,0,0,0.395161,"H1","H1"
"CG14346",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"lncRNA:CR44898",0,0,1,0,0,0,0,0,"Gene_body_2","Gene_body_2"
"robo2",0.282409,0,0.094483,0,0,0.050858,0,0.57225,"Low_signal","Enhancers"
"asRNA:CR44897",0,0,1,0,0,0,0,0,"Gene_body_2","Gene_body_2"
"CG43401",0.378102,0,0,0,0,0,0,0.621898,"Low_signal","Enhancers"
"CG43402",0.309544,0,0,0,0,0,0,0.690456,"Low_signal","Enhancers"
"CG31928",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG33128",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG31926",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG31661",0,0,0,0.285821,0,0,0,0.714179,"Low_signal","H1"
"CG18131",0,0.421737,0,0.299582,0,0,0,0.278681,"Gene_body_1","Gene_body_1"
"CG7420",0,0.762264,0,0,0,0.237736,0,0,"Gene_body_1","Gene_body_1"
"asRNA:CR44064",0,0.465323,0,0,0,0.17783,0,0.356846,"Gene_body_1","Gene_body_1"
"CG18132",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"halo",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Or22a",0,0,0,1,0,0,0,0,"H1","H1"
"Or22b",0,0,0,1,0,0,0,0,"H1","H1"
"haf",0.038703,0,0,0.298562,0,0,0,0.662735,"Low_signal","H1"
"nis",0,0,0,0.475754,0,0,0,0.524246,"Low_signal","H1"
"Rab3GAP1",0,0,0,0.312213,0,0.027977,0,0.65981,"Low_signal","H1"
"CG14352",0,0,0.06518,0,0,0.93482,0,0,"Open_promoters","Open_promoters"
"RFeSP",0,0,0.34662,0,0,0.65338,0,0,"Open_promoters","Open_promoters"
"lncRNA:CR44603",0.365655,0,0,0,0,0,0,0.634345,"Low_signal","Enhancers"
"lncRNA:CR45695",1,0,0,0,0,0,0,0,"Enhancers","Enhancers"
"chinmo",0.275157,0.033693,0.067385,0.067385,0,0,0,0.556379,"Low_signal","Enhancers"
"cpb",0,0,0,0,0,0.290291,0,0.709709,"Low_signal","Open_promoters"
"CG17660",0,0.182426,0.456066,0,0,0.310429,0,0.051079,"Gene_body_2","Gene_body_2"
"asRNA:CR44976",0,0.060606,0.939394,0,0,0,0,0,"Gene_body_2","Gene_body_2"
"mRpL48",0,0,0,0,0,0.43669,0,0.56331,"Low_signal","Open_promoters"
"frtz",0,0,0.23104,0,0,0.131897,0,0.637063,"Low_signal","Gene_body_2"
"Rim2",0.073674,0.036837,0.301572,0.147348,0,0.0722,0,0.368369,"Low_signal","Gene_body_2"
"Eno",0.787182,0,0.027938,0,0,0.123254,0,0.061627,"Enhancers","Enhancers"
"Rrp40",0,0,0.254369,0,0,0.582524,0,0.163107,"Open_promoters","Open_promoters"
"CG31937",0,0.566357,0.433643,0,0,0,0,0,"Gene_body_1","Gene_body_1"
"CG17652",0,0.428571,0.117914,0,0,0.453515,0,0,"Open_promoters","Open_promoters"
"CG17646",0.132685,0.232198,0.182441,0.016586,0,0,0,0.43609,"Low_signal","Gene_body_1"
"CG17712",0,0,0,0,0,0.418118,0,0.581882,"Low_signal","Open_promoters"
"CG17648",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Gr22f",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG17650",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Gr22e",0,0,0,1,0,0,0,0,"H1","H1"
"Gr22d",0,0,0,0.213934,0,0,0,0.786066,"Low_signal","Low_signal"
"Gr22c",0,0,0,0.317579,0,0,0,0.682421,"Low_signal","H1"
"Gr22b",0,0,0,1,0,0,0,0,"H1","H1"
"Gr22a",0,0,0,1,0,0,0,0,"H1","H1"
"CG31933",0,0,0,0.978795,0,0,0,0.021205,"H1","H1"
"CG31664",0,0,0,0.613402,0,0,0,0.386598,"H1","H1"
"c-cup",0,0,0,1,0,0,0,0,"H1","H1"
"mir-2280",0,0,0,1,0,0,0,0,"H1","H1"
"wry",0,0,0,0.177176,0,0,0,0.822824,"Low_signal","Low_signal"
"lncRNA:CR44073",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"lncRNA:CR44074",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG31663",0.039351,0,0,0.157405,0,0,0,0.803244,"Low_signal","Low_signal"
"CG7295",0,0,0,0.732303,0,0,0,0.267697,"H1","H1"
"lncRNA:CR44075",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG15358",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Wdr62",0.010056,0.015084,0.02514,0.276535,0,0,0.060151,0.613036,"Low_signal","H1"
"tRNA:Gly-GCC-1-1",0,0,0,1,0,0,0,0,"H1","H1"
"CG15357",0,0,0,0,0,0,1,0,"Pc","Pc"
"CG33673",0,0,0,0,0,0,1,0,"Pc","Pc"
"erm",0,0,0,0,0,0,0.880733,0.119267,"Pc","Pc"
"tRNA:Arg-TCT-2-1",0,0,0,0,0,0,1,0,"Pc","Pc"
"Der-1",0,0,0.352335,0,0,0.206044,0.441621,0,"Pc","Pc"
"CG15356",0,0,0.743953,0,0,0.085979,0,0.170068,"Gene_body_2","Gene_body_2"
"CG15362",0,0,0,0,0,0.026002,0,0.973998,"Low_signal","Low_signal"
"CG7289",0,0,0.391815,0,0,0.522421,0,0.085764,"Open_promoters","Open_promoters"
"Got2",0,0.184843,0.092421,0,0,0,0,0.722736,"Low_signal","Gene_body_1"
"Npc2a",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"lncRNA:CR42874",0,0,0,0.727147,0,0,0,0.272853,"H1","H1"
"Obp22a",0,0,0,1,0,0,0,0,"H1","H1"
"CG33543",0,0,0,0.358267,0,0,0,0.641733,"Low_signal","H1"
"asRNA:CR43464",0,0,0,0.386897,0,0,0,0.613103,"Low_signal","H1"
"CG15353",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"asRNA:CR45712",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Nplp4",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"tRNA:Gln-CTG-2-2",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"tRNA:Gln-CTG-2-3",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG4238",0,0,0,0.229347,0,0,0,0.770653,"Low_signal","Low_signal"
"tRNA:Gln-CTG-2-4",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"tRNA:Gln-CTG-3-1",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"tRNA:Gln-CTG-2-5",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"snoRNA:Or-CD14",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"tRNA:Gly-GCC-1-2",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG42296",0,0,0,0.425894,0,0,0,0.574106,"Low_signal","H1"
"lectin-22C",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Su(dx)",0,0.135176,0.675879,0.045059,0,0,0,0.143887,"Gene_body_2","Gene_body_2"
"lncRNA:CR45298",0,0,0.672454,0,0,0,0,0.327546,"Gene_body_2","Gene_body_2"
"Kebab",0,0,0.234375,0,0,0.197656,0,0.567969,"Low_signal","Gene_body_2"
"Or22c",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"dpr3",0,0,0,0.229017,0,0,0,0.770983,"Low_signal","Low_signal"
"CG12674",0,0,0,0.658376,0,0,0,0.341624,"H1","H1"
"lncRNA:CR44808",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"lncRNA:CR44055",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG4259",0,0,0,1,0,0,0,0,"H1","H1"
"GlyP",0.277649,0,0.107358,0.185099,0,0,0,0.429894,"Low_signal","Enhancers"
"tho2",0,0.26796,0.593339,0,0,0.138701,0,0,"Gene_body_2","Gene_body_2"
"CG11723",0,0,0,0,0,0.544995,0,0.455005,"Open_promoters","Open_promoters"
"TBCD",0,0.217077,0.506512,0,0,0.276411,0,0,"Gene_body_2","Gene_body_2"
"AIF",0,0.247593,0.629711,0,0,0.122696,0,0,"Gene_body_2","Gene_body_2"
"CG15382",0,0,0.334619,0,0,0,0,0.665381,"Low_signal","Gene_body_2"
"aop",0.202066,0.040413,0.053884,0,0,0,0,0.703637,"Low_signal","Enhancers"
