"","Enhancers","Gene_body_1","Gene_body_2","H1","HP1","Open_promoters","Pc","Low_signal","annot","annot_thr"
"mir-965",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"lncRNA:CR44218",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Rpp30",0,0,0,0,0,0.674663,0,0.325337,"Open_promoters","Open_promoters"
"CG3645",0.09397,0.062647,0.015662,0.031323,0.109632,0.138032,0,0.548734,"Low_signal","Open_promoters"
"CG17075",0.119111,0,0,0,0,0.238221,0,0.642668,"Low_signal","Open_promoters"
"lncRNA:CR44219",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG3345",0,0,0,0,0.713948,0.286052,0,0,"HP1","HP1"
"mbm",0,0,0,0,0,0.500832,0,0.499168,"Open_promoters","Open_promoters"
"CG11555",0,0,0,0,0,0.068817,0,0.931183,"Low_signal","Low_signal"
"CG17078",0,0.171723,0,0,0,0.381797,0,0.44648,"Low_signal","Open_promoters"
"smo",0,0.196292,0.327154,0,0,0.261723,0,0.214831,"Gene_body_2","Gene_body_2"
"CG11601",0,0,0,0,0,0.418386,0,0.581614,"Low_signal","Open_promoters"
"CG3625",0,0,0.035672,0,0.107015,0.464923,0,0.39239,"Open_promoters","Open_promoters"
"asRNA:CR46262",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"asRNA:CR46263",0,0,0,0,0.31011,0.375589,0,0.314301,"Open_promoters","Open_promoters"
"Amnionless",0,0,0,0,0.475687,0,0,0.524313,"Low_signal","HP1"
"CG11562",0,0,0,0,0,0.899128,0,0.100872,"Open_promoters","Open_promoters"
"U2af38",0,0,0,0,0,0.256098,0,0.743902,"Low_signal","Open_promoters"
"Stip1",0,0,0.128921,0,0,0.386764,0,0.484315,"Low_signal","Open_promoters"
"Pi3K21B",0,0.244798,0.407997,0.0408,0,0.125119,0,0.181287,"Gene_body_2","Gene_body_2"
"Plc21C",0.175294,0.066491,0.055731,0.084625,0.030223,0.054401,0,0.533235,"Low_signal","Enhancers"
"lncRNA:CR43719",0.940814,0,0,0,0,0,0,0.059186,"Enhancers","Enhancers"
"CG11912",0.265329,0,0,0.734671,0,0,0,0,"H1","H1"
"CG11911",0,0,0,0.124871,0,0,0,0.875129,"Low_signal","Low_signal"
"CG33127",0.606061,0,0,0,0,0,0,0.393939,"Enhancers","Enhancers"
"CG43755",0.283086,0,0,0.01439,0.212314,0,0,0.49021,"Low_signal","Enhancers"
"CG31921",0.247423,0,0,0.381443,0.247423,0,0,0.123711,"H1","H1"
"Ent1",0,0,0.621481,0,0,0,0,0.378519,"Gene_body_2","Gene_body_2"
"asRNA:CR45367",0,0,1,0,0,0,0,0,"Gene_body_2","Gene_body_2"
"asRNA:CR45366",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"al",0.064329,0,0,0.079232,0,0,0.341803,0.514635,"Low_signal","Pc"
"lncRNA:CR43718",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG4213",0,0,0,0.410137,0,0,0,0.589863,"Low_signal","H1"
"Polr1B",0,0.643051,0,0.081433,0,0.081433,0,0.194083,"Gene_body_1","Gene_body_1"
"AP-2alpha",0.044464,0.217875,0.444642,0,0,0.248555,0,0.044464,"Gene_body_2","Gene_body_2"
"ebi",0,0,0.605362,0,0,0.394638,0,0,"Gene_body_2","Gene_body_2"
"CG13690",0,0,0,0,0,0.793103,0,0.206897,"Open_promoters","Open_promoters"
"RpLP1",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG11885",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG13692",1,0,0,0,0,0,0,0,"Enhancers","Enhancers"
"BBS8",0,0,0,0.367647,0,0,0,0.632353,"Low_signal","H1"
"ex",0.10301,0.120179,0.171684,0.20602,0,0.068673,0,0.330434,"Low_signal","H1"
"lncRNA:CR43717",0,0,0,1,0,0,0,0,"H1","H1"
"crq",0,0.125786,0.251572,0,0,0.193711,0,0.428931,"Low_signal","Gene_body_2"
"shv",0,0,0,0,0,0.706339,0,0.293661,"Open_promoters","Open_promoters"
"CR43080",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG4133",0,0,0.093342,0,0,0.519291,0,0.387368,"Open_promoters","Open_promoters"
"CG4297",0.067547,0,0,0.15761,0.090063,0,0,0.684779,"Low_signal","H1"
"MED15",0,0,0.497308,0,0,0.380108,0,0.122585,"Gene_body_2","Gene_body_2"
"ush",0.144545,0.009325,0.030774,0.027976,0,0.013988,0.125894,0.647498,"Low_signal","Enhancers"
"cbt",0,0,0.541024,0,0,0,0,0.458976,"Gene_body_2","Gene_body_2"
"lncRNA:CR46258",0,0,0,0,0,0.476847,0.496141,0.027012,"Pc","Pc"
"lncRNA:CR46259",0.31328,0,0,0.026412,0,0,0,0.660308,"Low_signal","Enhancers"
"lwr",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Spp",0,0,0.160686,0,0,0.482057,0,0.357258,"Open_promoters","Open_promoters"
"Ets21C",0,0,0,0,0,0,0.828082,0.171918,"Pc","Pc"
"nAChRbeta3",0,0,0,0,0,0,0.610066,0.389934,"Pc","Pc"
"rempA",0,0,0,0,0,0.031973,0.876675,0.091352,"Pc","Pc"
"Tspo",0,0,0,0,0,0.329308,0.535675,0.135016,"Pc","Pc"
"CG11835",0,0,0,0.184559,0,0,0,0.815441,"Low_signal","Low_signal"
"CG2794",0,0,0.649632,0,0,0,0,0.350368,"Gene_body_2","Gene_body_2"
"Nle",0,0,0.019373,0,0,0.638746,0,0.34188,"Open_promoters","Open_promoters"
"Sf3b1",0,0.373768,0.131377,0,0,0.494854,0,0,"Open_promoters","Open_promoters"
"Ipk2",0,0.216897,0.243704,0,0,0.539399,0,0,"Open_promoters","Open_promoters"
"cold",0,0,0,0,0,0.976438,0.023562,0,"Open_promoters","Open_promoters"
"Ptth",0,0,0,0,0,0,1,0,"Pc","Pc"
"Pph13",0,0,0,0,0,0,1,0,"Pc","Pc"
"Gsc",0,0,0,0,0,0,0.811575,0.188425,"Pc","Pc"
"lncRNA:CR46148",0,0,0,0,0,0,0.342391,0.657609,"Low_signal","Pc"
"CG13689",0,0,0,0,0,0.486704,0,0.513296,"Low_signal","Open_promoters"
"lncRNA:CR43648",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"lncRNA:CR43649",0,0,0,0,0,0,0.831234,0.168766,"Pc","Pc"
"lectin-21Cb",0,0,0,1,0,0,0,0,"H1","H1"
"lncRNA:CR44797",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"lncRNA:CR44798",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"lectin-21Ca",0,0,0,0.379127,0,0,0,0.620873,"Low_signal","H1"
"CG2839",0,0,0,0.293564,0,0,0,0.706436,"Low_signal","H1"
"lncRNA:CR45369",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"ds",0.040016,0.016006,0.004002,0.322622,0,0,0.036014,0.581339,"Low_signal","H1"
"lncRNA:CR44988",0,0,0,0.253218,0,0,0,0.746782,"Low_signal","H1"
"lncRNA:CR46260",0.421348,0,0,0.26264,0,0,0,0.316011,"Enhancers","Enhancers"
"Hsp60B",0,0,0,0.562216,0,0,0,0.437784,"H1","H1"
"Eaat2",0.501183,0,0,0,0,0,0,0.498817,"Enhancers","Enhancers"
"GABA-B-R3",0.224747,0,0,0.096355,0,0.072266,0,0.606632,"Low_signal","Enhancers"
"lncRNA:CR44614",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG12506",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG13946",0,0,0,1,0,0,0,0,"H1","H1"
"CG13947",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Gr21a",0.423637,0,0,0.249688,0,0,0,0.326675,"Enhancers","Enhancers"
"CG3544",0,0,0,0.135135,0.540541,0,0,0.324324,"HP1","HP1"
"Pkg21D",0.193757,0,0,0,0.483746,0,0,0.322497,"HP1","HP1"
"lncRNA:CR45259",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Nnf1b",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Dbp21E2",0,0,0.378619,0,0,0,0,0.621381,"Low_signal","Gene_body_2"
"Saf6",0,0.227618,0.449924,0,0,0.322458,0,0,"Gene_body_2","Gene_body_2"
"Pex12",0,0,0.711365,0,0,0.288635,0,0,"Gene_body_2","Gene_body_2"
"CG15880",0,0,1,0,0,0,0,0,"Gene_body_2","Gene_body_2"
"PGAP2",0,0,0.43457,0,0,0.56543,0,0,"Open_promoters","Open_promoters"
"Clp",0,0,0,0,0,0.328514,0,0.671486,"Low_signal","Open_promoters"
"CG3662",0,0,0.569882,0,0,0.430118,0,0,"Gene_body_2","Gene_body_2"
"CG3862",0,0,0.242167,0,0,0.366188,0,0.391645,"Low_signal","Open_promoters"
"dock",0,0,0.412541,0,0,0.27929,0,0.308168,"Gene_body_2","Gene_body_2"
"drongo",0.171556,0.051467,0.102934,0.034311,0,0.085778,0,0.553954,"Low_signal","Enhancers"
"lncRNA:CR44060",0,0,0,0,0,0.212581,0,0.787419,"Low_signal","Low_signal"
"CG4291",0,0,0,0,0,0.696416,0,0.303584,"Open_promoters","Open_promoters"
"kraken",0,0,0.417278,0,0,0.074534,0,0.508187,"Low_signal","Gene_body_2"
"CG13949",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"lncRNA:CR45345",0.110987,0,0,0.328475,0.560538,0,0,0,"HP1","HP1"
"mir-375",1,0,0,0,0,0,0,0,"Enhancers","Enhancers"
"CG13950",0,0,0,1,0,0,0,0,"H1","H1"
"aru",0,0.092237,0,0.422905,0,0,0,0.484858,"Low_signal","H1"
"snoRNA:Me28S-U1230",0,0,0,1,0,0,0,0,"H1","H1"
"dbe",0,0,0,0,0.107264,0.892736,0,0,"Open_promoters","Open_promoters"
"PNUTS",0.136924,0,0.249201,0,0,0.136924,0,0.476951,"Low_signal","Gene_body_2"
"CG15824",0,0.075292,0.116451,0.338813,0.188229,0,0,0.281215,"H1","H1"
"ninaA",0,0.17562,0.82438,0,0,0,0,0,"Gene_body_2","Gene_body_2"
"lncRNA:CR45348",1,0,0,0,0,0,0,0,"Enhancers","Enhancers"
"Lsp1beta",0,0,0,0,0.53267,0,0,0.46733,"HP1","HP1"
"snRNA:U1:21D",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"scaRNA:MeU1:95C-A24",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"lncRNA:CR45261",1,0,0,0,0,0,0,0,"Enhancers","Enhancers"
"lncRNA:CR44061",0,0,0,0,0,0,0.324074,0.675926,"Low_signal","Pc"
"GluRIIC",0,0,0,0,0.403334,0,0.326432,0.270234,"HP1","HP1"
"CG4341",0.26053,0,0,0,0,0.280414,0,0.459057,"Low_signal","Open_promoters"
"lncRNA:CR44801",0.171772,0,0,0.343544,0,0,0,0.484684,"Low_signal","H1"
"IA-2",0.234405,0,0.007561,0,0.05293,0.098299,0,0.606805,"Low_signal","Enhancers"
"asRNA:CR46486",0.132188,0,0,0,0,0,0,0.867812,"Low_signal","Low_signal"
"CG4375",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG4415",0,0,0,0,1,0,0,0,"HP1","HP1"
"S",0.267439,0,0.021321,0.074624,0.021321,0.042642,0,0.572652,"Low_signal","Enhancers"
"ast",0,0,0.630473,0,0,0.369527,0,0,"Gene_body_2","Gene_body_2"
"Atg4a",0,0,0.402775,0.129783,0,0.198926,0,0.268516,"Gene_body_2","Gene_body_2"
"CG4629",0.108175,0,0.07258,0.030907,0,0,0,0.788338,"Low_signal","Low_signal"
"PolrMT",0,0.351631,0.234421,0,0,0.175816,0,0.238132,"Gene_body_1","Gene_body_1"
"CG14339",0,0,0,0.287434,0,0,0,0.712566,"Low_signal","H1"
"CG14340",0,0.250627,0.700084,0.04929,0,0,0,0,"Gene_body_2","Gene_body_2"
"Pino",0.230785,0,0.157074,0.125883,0,0,0,0.486258,"Low_signal","Enhancers"
"TBC1D23",0,0.068174,0.678514,0,0,0.253312,0,0,"Gene_body_2","Gene_body_2"
"Iris",0,0.265006,0,0.679502,0,0,0,0.055493,"H1","H1"
"CG4577",0.078447,0,0,0,0,0,0,0.921553,"Low_signal","Low_signal"
"lncRNA:CR45717",1,0,0,0,0,0,0,0,"Enhancers","Enhancers"
"MFS3",0.023605,0,0.332618,0,0,0.643777,0,0,"Open_promoters","Open_promoters"
"l(2)10685",0,0,0.724032,0,0,0,0,0.275968,"Gene_body_2","Gene_body_2"
"Tfb4",0,0,0,0,0,0.143669,0,0.856331,"Low_signal","Low_signal"
"Vps29",0,0.064128,0.601202,0,0,0.334669,0,0,"Gene_body_2","Gene_body_2"
"capt",0,0.27339,0.276731,0,0,0.358748,0,0.09113,"Open_promoters","Open_promoters"
"asRNA:CR43767",0,0,0,0,0,0.801027,0,0.198973,"Open_promoters","Open_promoters"
"Tango14",0,0.269403,0,0,0,0.345734,0,0.384862,"Low_signal","Open_promoters"
"CG5080",0,0.280868,0,0.218576,0,0,0,0.500556,"Low_signal","Gene_body_1"
"IntS14",0,0,0,0,0,0.012614,0,0.987386,"Low_signal","Low_signal"
"CG14341",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"Plap",0,0,0.657689,0,0,0.060445,0,0.281867,"Gene_body_2","Gene_body_2"
"CG31922",0,0,0,0,0,0.804276,0,0.195724,"Open_promoters","Open_promoters"
"Charon",0,0,0.292398,0,0,0.707602,0,0,"Open_promoters","Open_promoters"
"CG4887",0,0,0.524017,0,0,0.129039,0,0.346943,"Gene_body_2","Gene_body_2"
"CG4896",0,0.440806,0.284215,0,0,0,0,0.274979,"Gene_body_1","Gene_body_1"
"CG5126",0,0,0.698201,0,0,0.301799,0,0,"Gene_body_2","Gene_body_2"
"Tgt",0.060012,0.551133,0,0,0,0.388855,0,0,"Gene_body_1","Gene_body_1"
"CG5001",0.257285,0,0,0.081448,0.135747,0,0,0.52552,"Low_signal","Enhancers"
"CG5139",0,0,0,0.749064,0,0,0,0.250936,"H1","H1"
"CG43348",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG43349",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG5011",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG14342",1,0,0,0,0,0,0,0,"Enhancers","Enhancers"
"lncRNA:CR45346",1,0,0,0,0,0,0,0,"Enhancers","Enhancers"
"lncRNA:CR43263",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG42329",0,0,0,0.162432,0,0,0.085641,0.751927,"Low_signal","Low_signal"
"CG5397",0.201207,0,0,0,0,0,0,0.798793,"Low_signal","Low_signal"
"robo3",0.156798,0,0,0.014933,0,0.096643,0.014933,0.716693,"Low_signal","Enhancers"
"a5",0.111779,0,0,0.167067,0,0,0,0.721154,"Low_signal","H1"
"CG5440",0,0,0,0.629149,0,0,0,0.370851,"H1","H1"
"CG33923",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG33922",0,0,0,0,0,0,0.23489,0.76511,"Low_signal","Low_signal"
"Cdlc2",0,0,0,0.319728,0,0,0.680272,0,"Pc","Pc"
"lncRNA:CR45005",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"lncRNA:CR45006",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG5556",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG5561",0,0,0,0.446883,0.526778,0,0,0.026339,"HP1","HP1"
"CG31924",0,0,0,1,0,0,0,0,"H1","H1"
"CG5565",0,0,0,0.778875,0,0,0,0.221125,"H1","H1"
"CG31659",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"NLaz",0,0,0,0.453629,0,0,0,0.546371,"Low_signal","H1"
"CG14346",0,0,0,0.573055,0,0,0,0.426945,"H1","H1"
"lncRNA:CR44898",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"robo2",0.252682,0,0,0.014864,0,0.110313,0,0.622142,"Low_signal","Enhancers"
"asRNA:CR44897",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG43401",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG43402",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG31928",0,0,0,0.575448,0,0,0,0.424552,"H1","H1"
"CG33128",0,0,0,0.401154,0,0,0,0.598846,"Low_signal","H1"
"CG31926",0,0,0,0.255121,0,0,0,0.744879,"Low_signal","H1"
"CG31661",0,0,0,0.714179,0,0,0,0.285821,"H1","H1"
"CG18131",0,0,0,0.557362,0,0,0,0.442638,"H1","H1"
"CG7420",0,0.283019,0.283019,0,0,0.379245,0,0.054717,"Open_promoters","Open_promoters"
"asRNA:CR44064",0,0.17783,0.17783,0,0,0.266746,0,0.377593,"Low_signal","Open_promoters"
"CG18132",0.007321,0,0,0,0,0,0,0.992679,"Low_signal","Low_signal"
"halo",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Or22a",0,0,0,0.125526,0.720721,0,0,0.153754,"HP1","HP1"
"Or22b",0,0,0,1,0,0,0,0,"H1","H1"
"haf",0.193513,0,0,0.066347,0.011058,0.011058,0,0.718024,"Low_signal","Enhancers"
"nis",0,0,0,0.5391,0,0,0,0.4609,"H1","H1"
"Rab3GAP1",0.163942,0,0,0.036731,0,0,0,0.799327,"Low_signal","Low_signal"
"CG14352",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"RFeSP",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"lncRNA:CR44603",0.406284,0,0,0,0,0,0,0.593716,"Low_signal","Enhancers"
"lncRNA:CR45695",1,0,0,0,0,0,0,0,"Enhancers","Enhancers"
"chinmo",0.275157,0.028077,0.117925,0,0,0.043838,0,0.535003,"Low_signal","Enhancers"
"cpb",0,0,0,0,0,0.290291,0,0.709709,"Low_signal","Open_promoters"
"CG17660",0,0,0.233506,0,0,0.036789,0,0.729705,"Low_signal","Gene_body_2"
"asRNA:CR44976",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"mRpL48",0,0,0,0,0,0.43669,0,0.56331,"Low_signal","Open_promoters"
"frtz",0,0,0.362937,0,0,0,0,0.637063,"Low_signal","Gene_body_2"
"Rim2",0.184185,0.073674,0.264735,0,0,0.145874,0,0.331532,"Low_signal","Gene_body_2"
"Eno",0.170912,0,0.212818,0,0,0.493016,0,0.123254,"Open_promoters","Open_promoters"
"Rrp40",0,0,1,0,0,0,0,0,"Gene_body_2","Gene_body_2"
"CG31937",0,0,1,0,0,0,0,0,"Gene_body_2","Gene_body_2"
"CG17652",0,0,0.428571,0,0,0.571429,0,0,"Open_promoters","Open_promoters"
"CG17646",0.116099,0.132685,0.288147,0,0,0.04843,0,0.41464,"Low_signal","Gene_body_2"
"CG17712",0,0,0.705923,0,0,0,0,0.294077,"Gene_body_2","Gene_body_2"
"CG17648",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Gr22f",0.209516,0,0,0,0,0,0,0.790484,"Low_signal","Low_signal"
"CG17650",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Gr22e",0.23366,0,0,0.031046,0,0,0.735294,0,"Pc","Pc"
"Gr22d",0,0,0,0.705738,0,0,0,0.294262,"H1","H1"
"Gr22c",0,0,0,0.317579,0,0,0,0.682421,"Low_signal","H1"
"Gr22b",0,0,0,0.881916,0,0,0,0.118084,"H1","H1"
"Gr22a",0,0,0,1,0,0,0,0,"H1","H1"
"CG31933",0,0,0,0.255904,0,0,0,0.744096,"Low_signal","H1"
"CG31664",0,0,0,0.257732,0.699313,0,0,0.042955,"HP1","HP1"
"c-cup",1,0,0,0,0,0,0,0,"Enhancers","Enhancers"
"mir-2280",1,0,0,0,0,0,0,0,"Enhancers","Enhancers"
"wry",0.204434,0,0,0,0,0.054516,0,0.74105,"Low_signal","Enhancers"
"lncRNA:CR44073",0,0,0,0,0,0.736318,0,0.263682,"Open_promoters","Open_promoters"
"lncRNA:CR44074",0,0,0,0,0,0.98916,0,0.01084,"Open_promoters","Open_promoters"
"CG31663",0.13117,0,0,0.026234,0.039351,0,0,0.803244,"Low_signal","Low_signal"
"CG7295",0,0,0,0,0.732303,0,0,0.267697,"HP1","HP1"
"lncRNA:CR44075",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG15358",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Wdr62",0.251395,0,0,0.040223,0,0,0.160709,0.547673,"Low_signal","Enhancers"
"tRNA:Gly-GCC-1-1",0,0,0,0,0,0,1,0,"Pc","Pc"
"CG15357",0,0,0,0,0,0,1,0,"Pc","Pc"
"CG33673",0,0,0,0,0,0,1,0,"Pc","Pc"
"erm",0.044725,0,0,0,0,0,0.73165,0.223625,"Pc","Pc"
"tRNA:Arg-TCT-2-1",0,0,0,0,0,0,1,0,"Pc","Pc"
"Der-1",0,0,0,0,0,0.558379,0.441621,0,"Open_promoters","Open_promoters"
"CG15356",0,0.170068,0.623583,0,0,0.092971,0,0.113379,"Gene_body_2","Gene_body_2"
"CG15362",0,0,0,0,0.650054,0.026002,0,0.323944,"HP1","HP1"
"CG7289",0,0.26121,0.006095,0,0,0.653026,0,0.079669,"Open_promoters","Open_promoters"
"Got2",0,0.092421,0.365989,0.092421,0,0.356747,0,0.092421,"Gene_body_2","Gene_body_2"
"Npc2a",0,0,0,0,0.830769,0,0,0.169231,"HP1","HP1"
"lncRNA:CR42874",0,0,0,0,0.103878,0,0,0.896122,"Low_signal","Low_signal"
"Obp22a",0,0,0,0.590501,0,0,0,0.409499,"H1","H1"
"CG33543",0.097709,0,0,0.06514,0,0.088264,0.06514,0.683748,"Low_signal","Enhancers"
"asRNA:CR43464",0.232138,0,0,0,0,0,0,0.767862,"Low_signal","Low_signal"
"CG15353",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"asRNA:CR45712",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Nplp4",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"tRNA:Gln-CTG-2-2",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"tRNA:Gln-CTG-2-3",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG4238",0.17201,0,0,0.057337,0,0.100339,0,0.670314,"Low_signal","Enhancers"
"tRNA:Gln-CTG-2-4",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"tRNA:Gln-CTG-3-1",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"tRNA:Gln-CTG-2-5",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"snoRNA:Or-CD14",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"tRNA:Gly-GCC-1-2",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG42296",0,0,0,0.511073,0,0,0,0.488927,"H1","H1"
"lectin-22C",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Su(dx)",0,0.31541,0.405527,0,0,0.135176,0,0.143887,"Gene_body_2","Gene_body_2"
"lncRNA:CR45298",0,0,0.325231,0,0,0,0,0.674769,"Low_signal","Gene_body_2"
"Kebab",0,0.234375,0.314844,0,0,0,0,0.450781,"Low_signal","Gene_body_2"
"Or22c",0.167851,0,0,0,0,0,0,0.832149,"Low_signal","Low_signal"
"dpr3",0.160703,0,0,0.041106,0,0,0,0.798191,"Low_signal","Low_signal"
"CG12674",0,0,0,0.658376,0,0,0,0.341624,"H1","H1"
"lncRNA:CR44808",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"lncRNA:CR44055",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG4259",0.306535,0,0,0.22666,0,0,0,0.466805,"Low_signal","Enhancers"
